Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Gia_trieu,Tuổi xe
Honda,Future,2017,3,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,15.0,8
SYM,Wolf,2010,99999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.0,15
Hãng khác,Dòng khác,2015,0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.0,10
Honda,Lead,2015,27000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,17.2,10
Honda,Air Blade,2011,37000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,15.6,14
Honda,Click,2015,1000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,15.0,10
Honda,Lead,2012,25000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,12.6,13
Kawasaki,Z1000,2013,15000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,65.0,12
Kymco,Candy Hi,2021,380000,Đã sử dụng,Tay ga,50 - 100 cc,Đài Loan,9.5,4
Yamaha,Nouvo,2013,36363,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.9,12
Honda,SH,2024,5000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,82.0,1
Piaggio,Vespa,2012,4500,Đã sử dụng,Tay ga,50 - 100 cc,Nước khác,24.0,13
Honda,Wave,2012,12000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,3.5,13
Suzuki,GSX,2023,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,23.8,2
Honda,Dòng khác,2017,131794,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,13.0,8
Honda,SH,2010,43880,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,138.0,15
Honda,Dòng khác,2019,44199,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,14.0,6
Kawasaki,Dòng khác,2004,0,Đã sử dụng,Xe số,50 - 100 cc,Đài Loan,5.0,21
Honda,Winner X,2023,33000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,23.5,2
Yamaha,Exciter,2006,57000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,55.0,19
Piaggio,Vespa,2005,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,14.5,20
Honda,MSX 125,2019,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,27.0,6
Honda,CB,1998,99999,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,19.0,27
SYM,Dòng khác,2005,10000,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,4.5,20
Piaggio,Vespa,2012,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.5,13
Honda,SH,2022,25347,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,75.0,3
SYM,Joyride,2010,422560,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.0,15
Piaggio,Vespa,2022,268888,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,105.0,3
Yamaha,Exciter,2015,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,10
Yamaha,Exciter,2015,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,15.0,10
Honda,Vario,2022,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,43.8,3
Honda,Air Blade,2008,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,9.3,17
Yamaha,Cuxi,2022,0,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,22.5,3
Yamaha,Exciter,2014,41000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,23.0,11
Honda,SH,2015,40000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,50.0,10
Yamaha,Janus,2018,43000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,13.5,7
Honda,Air Blade,2011,600000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,14.5,14
Yamaha,Sirius,2011,20000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,4.5,14
Honda,Wave,2024,1000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,19.0,1
Honda,Wave,2024,1000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,19.0,1
Honda,PCX,2012,50,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,20.0,13
Honda,Air Blade,2014,100496,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,16.0,11
Honda,SH,2019,28896,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,55.0,6
Piaggio,Vespa,2012,35517,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.5,13
Honda,Vision,2022,15000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,29.0,3
Yamaha,Sirius,2015,57947,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,10.0,10
Piaggio,Liberty,2015,35350,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,16.0,10
Honda,Air Blade,2008,51000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.5,17
Suzuki,Raider,2022,230000,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Việt Nam,23.0,3
Honda,Lead,2021,32000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,28.0,4
Suzuki,Satria,2018,39000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,21.0,7
Honda,Vario,2019,45000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,40.0,6
Honda,Lead,2010,500000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,13.0,15
Honda,SH,2023,14000,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,115.0,2
Honda,Vario,2017,500000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,55.0,8
Honda,Vario,2017,500000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,55.0,8
Honda,Future,2010,22000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,25.5,15
Yamaha,Nouvo,2009,8888,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,2.5,16
Honda,PS,2007,55000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.5,18
Honda,Vision,2017,350000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,18.0,8
Honda,Air Blade,2008,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.0,17
Honda,Vision,2022,15000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,31.5,3
Piaggio,Vespa,2023,6000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,69.0,2
Honda,SH,2024,5000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,89.5,1
Yamaha,Exciter,2016,9999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0,9
Piaggio,Vespa,2020,5000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,60.0,5
Honda,SH Mode,2015,22000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,16.0,10
Honda,Wave,2006,60000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,5.5,19
Piaggio,Liberty,2016,43000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,18.5,9
SYM,Attila,2016,30000,Đã sử dụng,Tay ga,100 - 175 cc,Hàn Quốc,7.8,9
Honda,SH,2012,12000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,210.0,13
Yamaha,Nvx,2017,35000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,13.2,8
Hãng khác,Dòng khác,2022,200,Đã sử dụng,Xe số,Trên 175 cc,Việt Nam,7.5,3
Taya,Dòng khác,2020,999999,Đã sử dụng,Tay ga,Dưới 50 cc,Trung Quốc,1.0,5
Honda,SH,2011,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,181.5,14
Honda,Vision,2016,60000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,16.9,9
Honda,Air Blade,2020,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,32.5,5
Honda,Winner X,2019,27000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,20.0,6
Piaggio,Vespa,2023,6000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,72.0,2
Honda,Wave,2006,49,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,13.0,19
Yamaha,Nvx,2018,10000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,21.99,7
Honda,Winner,2018,39999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5,7
Honda,Winner,2018,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,14.5,7
Honda,Air Blade,2012,100000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,8.0,13
Honda,SH,2011,14000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,105.0,14
Yamaha,Mio,2007,8888,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,2.0,18
Honda,Vision,2014,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,11
Piaggio,Liberty,2011,28668,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,9.5,14
Yamaha,Nouvo,2012,100,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,3.5,13
Honda,Lead,2008,44488,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.5,17
Honda,Air Blade,2012,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,8.0,13
Honda,Lead,2015,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,16.0,10
Hãng khác,Dòng khác,2007,8888,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,3.0,18
Yamaha,Janus,2020,0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,13.5,5
Honda,Future,2008,100000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,29.0,17
Honda,Wave,2020,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,15.5,5
Honda,Vision,2016,22330,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,17.999999,9
Honda,Dòng khác,2012,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,1.234567,13
Yamaha,Dòng khác,2019,14500,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,28.0,6
Honda,Wave,2016,100000,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,10.0,9
Yamaha,Nvx,2018,15000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,21.0,7
Honda,Wave,2006,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,13.5,19
Honda,Vision,2021,31000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,26.5,4
SYM,Elizabeth,2011,12345,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.0,14
Honda,PCX,2014,55000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,28.0,11
Honda,Air Blade,2013,66000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,18.0,12
SYM,Dòng khác,2018,46000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,8.0,7
Honda,Winner,2017,700000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,12.0,8
Honda,Wave,2006,8888,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.5,19
Honda,Wave,2006,100000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.5,19
Honda,Future,2000,8888,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,7.5,25
Honda,Winner X,2022,1369,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,29.0,3
Piaggio,Liberty,2013,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.5,12
Yamaha,Exciter,2011,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5,14
Yamaha,Nouvo,2009,8888,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,4.3,16
Yamaha,Jupiter,2003,100000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,5.5,22
Suzuki,GZ,2019,18000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc,50.0,6
Honda,Wave,2002,20000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,14.3,23
Honda,Dream,1995,35000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,22.0,30
Piaggio,Vespa,2020,4000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,63.0,5
Honda,SH,2017,8888,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,62.0,8
Honda,Click,2011,39000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.8,14
Honda,Air Blade,2014,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,20.0,11
Kawasaki,Vulcan,2022,3450,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,163.0,3
Honda,SH,2017,3000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,62.0,8
Hãng khác,Dòng khác,2024,5000,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,14.0,1
Honda,Wave,2023,17000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,13.5,2
SYM,Amigo,2012,54276,Đã sử dụng,Tay ga,50 - 100 cc,Nước khác,2.2,13
Yamaha,Nouvo,2012,8888,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.0,13
Yamaha,Sirius,2013,8888,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,5.0,12
Honda,SH,2019,2000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,286.0,6
Honda,SH,2014,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,48.0,11
Honda,Wave,2012,36000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,7.0,13
Honda,SH,2011,22000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,180.0,14
Piaggio,Vespa,2017,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,42.0,8
Yamaha,MT,2019,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,55.000008,6
Honda,Wave,2011,61000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.3,14
Honda,Shadow,1996,61000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,123.0,29
Honda,SH,2020,9000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,285.0,5
Honda,Dòng khác,2019,6000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,95.0,6
Honda,Dòng khác,2019,19999,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,28.0,6
Honda,SH,2012,29000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,195.0,13
Yamaha,MT,2020,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,56.0,5
Honda,Winner X,2021,1000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,35.0,4
Honda,MSX 125,2021,7000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,32.0,4
Honda,SH,2017,27000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,59.0,8
Yamaha,Exciter,2020,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,23.0,5
Honda,SH,2023,6975,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,92.0,2
Honda,Cub,2008,123,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,50.0,17
Honda,Rebel,2019,20000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,80.0,6
Honda,SH,2013,12000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,215.0,12
Honda,Air Blade,2007,70000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,18
Yamaha,Exciter,2014,36000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,13.5,11
Yamaha,Exciter,2024,9000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,42.5,1
Honda,Wave,2005,99999,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,25.5,20
Honda,SH,2011,5,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,145.0,14
Piaggio,Vespa,2020,7000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,50.0,5
Honda,PCX,2011,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,35.0,14
SYM,Elizabeth,2009,34567,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.7,16
Honda,Vario,2018,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.0,7
Yamaha,Mio,2023,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,23.0,2
Honda,Dylan,2004,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,9.0,21
Honda,SH,2009,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,100.0,16
Ducati,Multistrada,2022,2600,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác,395.0,3
Honda,Air Blade,2011,35000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,9.5,14
Honda,SH,2022,8000,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,115.0,3
Piaggio,Vespa,2012,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,6.99,13
Honda,Vario,2022,23000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,53.0,3
Piaggio,Vespa,2015,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,32.0,10
Honda,Dylan,2003,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,11.0,22
Honda,Lead,2018,0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,34.0,7
Piaggio,Vespa,2014,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,27.0,11
Honda,Vision,2021,21000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,27.5,4
Hãng khác,Dòng khác,2024,1764,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật,14.0,1
Honda,SH,2020,9000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,285.0,5
Piaggio,Medley,2021,34800,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,50.0,4
Honda,SH,2012,29000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,215.0,13
Honda,SH,2010,38000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,110.0,15
Piaggio,Vespa,2009,1234,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,6.8,16
Yamaha,Mio,2010,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,6.8,15
Yamaha,PG-1,2024,1000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,29.3,1
Honda,Lead,2011,80000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,5.8,14
SYM,Elite,2023,860,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,18.0,2
Yamaha,Freego,2024,4500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,28.5,1
Honda,SH,2018,11500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,72.0,7
Honda,Winner,2023,75000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,16.5,2
Honda,Wave,2019,12345,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,14.0,6
Yamaha,YAZ,2000,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,65.0,25
Yamaha,Nouvo,2010,25000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,5.599,15
Yamaha,Exciter,2021,39561,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,8.0,4
Honda,Lead,2024,5000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,38.0,1
Honda,Wave,2004,100000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,1.0,21
Yamaha,Nouvo,2011,1234,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.9,14
Honda,Air Blade,2009,57000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.5,16
Hãng khác,Dòng khác,2023,3340,Đã sử dụng,Tay ga,Dưới 50 cc,Đang cập nhật,13.0,2
Piaggio,Dòng khác,1998,99999,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,31.0,27
Honda,Air Blade,2013,800000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.5,12
SYM,Attila,2010,100000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,4.0,15
Honda,Lead,2019,25403,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,27.0,6
Honda,Vision,2014,55555,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.5,11
Honda,Vision,2014,55555,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.5,11
Honda,SH,2017,11000,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,147.0,8
Yamaha,FZ,2010,250000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Ấn Độ,14.0,15
Honda,Vario,2020,510000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,28.8,5
Yamaha,Sirius,2016,15000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,7.2,9
Honda,Lead,2019,25403,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,27.0,6
Honda,SH,2011,38000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,120.0,14
Honda,Lead,2019,25400,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,30.0,6
Honda,Winner X,2020,13000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5,5
Honda,Dream,2001,4382,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,15.0,24
Yamaha,Nouvo,2011,1234,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.7,14
Yamaha,Nozza,2015,37000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.5,10
Honda,Wave,2019,12000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,13.9,6
SYM,Attila,2007,21020,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.5,18
Yamaha,Exciter,2010,29800,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,43.5,15
Honda,Chaly,2022,4800,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật,10.0,3
Honda,Air Blade,2022,19000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,36.5,3
Honda,Wave,2004,123456,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,59.0,21
Honda,Wave,2005,50000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,20.0,20
Yamaha,Mio,2009,833200,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,5.5,16
Honda,Wave,2018,90000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,15.0,7
Honda,Chaly,2022,4740,Đã sử dụng,Xe số,Dưới 50 cc,Việt Nam,10.0,3
Honda,SH,2018,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,65.0,7
Honda,Air Blade,2012,59000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,15.0,13
Honda,Future,2022,30000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,28.0,3
Yamaha,Mio,2007,1234,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.8,18
Piaggio,Vespa S125,2014,230000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,11.0,11
Honda,SH,2009,35000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,102.0,16
Honda,Vision,2018,18000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,18.9,7
Honda,Future,2010,55555,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,34.0,15
Yamaha,Exciter,2011,54678,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5,14
Honda,Winner,2017,4667,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,13.8,8
Honda,Dream,2002,8888,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,3.0,23
Honda,Air Blade,2015,14000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,22.8,10
Honda,Air Blade,2015,25,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,123.456789,10
Yamaha,Nouvo,2008,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.8,17
Suzuki,Sport / Xipo,1999,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,225.0,26
Yamaha,Mio,2008,515,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.6,17
Honda,Vision,2019,15000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,22.5,6
Honda,Vario,2024,14000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,48.0,1
Honda,Wave,2004,0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,23.5,21
Honda,Winner X,2024,4400,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,31.0,1
Honda,Sonic,2022,140000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Việt Nam,38.5,3
Honda,Sonic,2022,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,30.0,3
SYM,Wolf,2010,13000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc,25.0,15
Yamaha,Sirius,2014,99000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,8.9,11
Yamaha,Sirius,2014,99000,Đã sử dụng,Xe số,Không biết rõ,Đang cập nhật,9.0,11
Yamaha,Mio,2024,26000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,9.8,1
Honda,Wave,2013,35000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,10.5,12
Piaggio,Vespa,2015,23000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,33.0,10
Honda,SH,2017,76000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,73.0,8
Honda,Future,2023,40000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,25.5,2
Honda,SH,2021,2554,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,68.0,4
Honda,Vision,2017,69000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,18.9,8
Honda,Lead,2016,37422,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,20.5,9
Kawasaki,Kawasaki,2023,49116,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,18.0,2
Honda,SH,2016,20000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,140.0,9
Honda,Blade,2018,35000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.0,7
Honda,SH,2011,15000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,82.0,14
Honda,PCX,2012,500000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,6.0,13
Honda,Future,2024,7000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,42.0,1
